speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,speakerXsessionid,procedural_prob,n,cluster_1_p
5605,500163561,HERBERT,HILARY,H,AL,M,D,2.0,voting,18890202,1834-03-12,1834,1889,55,50056050,0.0,10,0.0
5453,500163602,MCADOO,WILLIAM,H,NJ,M,D,7.0,voting,18890202,1853-10-25,1853,1889,36,50054530,0.0,20,0.0
6288,500163673,BOUTELLE,CHARLES,H,ME,M,R,4.0,voting,18890202,1839-02-09,1839,1889,50,50062880,0.0,20,0.1
6658,500169022,CULLOM,SHELBY,S,IL,M,R,,voting,18890211,1829-11-22,1829,1889,60,50066581,0.0,10,0.0
5905,500169033,CHANDLER,WILLIAM,S,NH,M,R,,voting,18890211,1835-12-28,1835,1889,54,50059051,0.0,30,0.0333333333333333
5905,500169037,CHANDLER,WILLIAM,S,NH,M,R,,voting,18890211,1835-12-28,1835,1889,54,50059051,0.0,20,0.1
6220,500169068,HAWLEY,JOSEPH,S,CT,M,R,,voting,18890211,1826-10-31,1826,1889,63,50062201,0.0,10,0.0
6262,500169489,STEWART,WILLIAM,S,NV,M,R,,voting,18890212,1827-08-09,1827,1889,62,50062621,5.588642177701565e-17,10,0.1
6554,500169490,HALE,EUGENE,S,ME,M,R,,voting,18890212,1836-06-09,1836,1889,53,50065541,2.0223824764226265e-13,19,0.0526315789473684
6262,500169491,STEWART,WILLIAM,S,NV,M,R,,voting,18890212,1827-08-09,1827,1889,62,50062621,0.0,10,0.0
6220,500169507,HAWLEY,JOSEPH,S,CT,M,R,,voting,18890212,1826-10-31,1826,1889,63,50062201,0.0,20,0.05
5605,500181741,HERBERT,HILARY,H,AL,M,D,2.0,voting,18890228,1834-03-12,1834,1889,55,50056050,0.0,10,0.0
6288,500185749,BOUTELLE,CHARLES,H,ME,M,R,4.0,voting,18890302,1839-02-09,1839,1889,50,50062880,1.7796334723151435e-05,10,0.4
5605,500185757,HERBERT,HILARY,H,AL,M,D,2.0,voting,18890302,1834-03-12,1834,1889,55,50056050,3.1486496019811185e-15,10,0.0
5697,510023569,BLAIR,HENRY,S,NH,M,R,,voting,18900307,1834-12-06,1834,1890,56,51056971,0.0,10,0.5
6288,510040934,BOUTELLE,CHARLES,H,ME,M,R,4.0,voting,18900408,1839-02-09,1839,1890,51,51062880,0.0,48,0.125
6288,510040950,BOUTELLE,CHARLES,H,ME,M,R,4.0,voting,18900408,1839-02-09,1839,1890,51,51062880,0.0,28,0.0
6139,510041050,SAYERS,JOSEPH,H,TX,M,D,10.0,voting,18900408,1841-09-23,1841,1890,49,51061390,0.0,10,0.0
5453,510041088,MCADOO,WILLIAM,H,NJ,M,D,7.0,voting,18900408,1853-10-25,1853,1890,37,51054530,0.0,10,0.0
5605,510042097,HERBERT,HILARY,H,AL,M,D,2.0,voting,18900410,1834-03-12,1834,1890,56,51056050,0.0,10,0.2
5605,510042107,HERBERT,HILARY,H,AL,M,D,2.0,voting,18900410,1834-03-12,1834,1890,56,51056050,0.0,18,0.0
5478,510042212,PETERS,SAMUEL,H,KS,M,R,7.0,voting,18900410,1842-08-16,1842,1890,48,51054780,0.0,10,0.0
5478,510042216,PETERS,SAMUEL,H,KS,M,R,7.0,voting,18900410,1842-08-16,1842,1890,48,51054780,0.0,10,0.0
7719,510042314,LODGE,HENRY,H,MA,M,R,6.0,voting,18900410,1850-05-12,1850,1890,40,51077190,0.0,38,0.131578947368421
6288,510042336,BOUTELLE,CHARLES,H,ME,M,R,4.0,voting,18900410,1839-02-09,1839,1890,51,51062880,0.0,10,0.0
5430,510055999,HIGGINS,ANTHONY,S,DE,M,R,,voting,18900503,1840-10-01,1840,1890,50,51054301,0.0,20,0.0
5430,510056011,HIGGINS,ANTHONY,S,DE,M,R,,voting,18900503,1840-10-01,1840,1890,50,51054301,0.0,10,0.1
5268,510056026,EDMUNDS,GEORGE,S,VT,M,R,,voting,18900503,1828-02-01,1828,1890,62,51052681,0.0,20,0.05
5459,510067087,MCPHERSON,JOHN,S,NJ,M,D,,voting,18900522,1833-05-09,1833,1890,57,51054591,0.0,40,0.0
5410,510067561,DOLPH,JOSEPH,S,OR,M,R,,voting,18900523,1835-10-19,1835,1890,55,51054101,0.0,39,0.0
5697,510069124,BLAIR,HENRY,S,NH,M,R,,voting,18900526,1834-12-06,1834,1890,56,51056971,0.0,10,0.1
5459,510073310,MCPHERSON,JOHN,S,NJ,M,D,,voting,18900603,1833-05-09,1833,1890,57,51054591,0.0,10,0.1
5459,510073327,MCPHERSON,JOHN,S,NJ,M,D,,voting,18900603,1833-05-09,1833,1890,57,51054591,1.1448647249388474e-11,10,0.0
5506,510123662,THOMAS,ORMSBY,H,WI,M,R,7.0,voting,18900814,1832-08-21,1832,1890,58,51055060,0.0,10,0.0
5140,510151029,EVARTS,WILLIAM,S,NY,M,R,,voting,18900917,1818-02-06,1818,1890,72,51051401,0.0,20,0.0
6327,510152243,HOAR,GEORGE,S,MA,M,R,,voting,18900918,1826-08-29,1826,1890,64,51063271,0.0,10,0.0
6196,510153297,COCKRELL,FRANCIS,S,MO,M,D,,voting,18900919,1834-10-01,1834,1890,56,51061961,0.0,10,0.1
5413,510177154,EVANS,HENRY,H,TN,M,R,3.0,voting,18910107,1843-06-18,1843,1891,48,51054130,0.0,9,0.0
5506,510186024,THOMAS,ORMSBY,H,WI,M,R,7.0,voting,18910119,1832-08-21,1832,1891,59,51055060,0.0,10,0.0
5506,510186035,THOMAS,ORMSBY,H,WI,M,R,7.0,voting,18910119,1832-08-21,1832,1891,59,51055060,0.0,10,0.1
6139,510190695,SAYERS,JOSEPH,H,TX,M,D,10.0,voting,18910122,1841-09-23,1841,1891,50,51061390,1.5887422415184003e-08,10,0.0
6139,510190702,SAYERS,JOSEPH,H,TX,M,D,10.0,voting,18910122,1841-09-23,1841,1891,50,51061390,0.0,30,0.0
5605,510191167,HERBERT,HILARY,H,AL,M,D,2.0,voting,18910123,1834-03-12,1834,1891,57,51056050,0.0,20,0.0
6288,510191205,BOUTELLE,CHARLES,H,ME,M,R,4.0,voting,18910123,1839-02-09,1839,1891,52,51062880,0.0,38,0.0
5453,510191208,MCADOO,WILLIAM,H,NJ,M,D,7.0,voting,18910123,1853-10-25,1853,1891,38,51054530,0.0,10,0.1
6288,510191663,BOUTELLE,CHARLES,H,ME,M,R,4.0,voting,18910124,1839-02-09,1839,1891,52,51062880,0.0,20,0.0
6288,510191673,BOUTELLE,CHARLES,H,ME,M,R,4.0,voting,18910124,1839-02-09,1839,1891,52,51062880,0.0,10,0.0
5356,510191829,ADAMS,GEORGE,H,IL,M,R,4.0,voting,18910124,1840-06-18,1840,1891,51,51053560,0.0,10,0.0
5356,510191841,ADAMS,GEORGE,H,IL,M,R,4.0,voting,18910124,1840-06-18,1840,1891,51,51053560,3.808507070197244e-18,10,0.1
5387,510191854,CHEADLE,JOSEPH,H,IN,M,R,9.0,voting,18910124,1842-08-14,1842,1891,49,51053870,0.0,20,0.0
5482,510196500,PLUMB,PRESTON,S,KS,M,R,,voting,18910203,1837-10-12,1837,1891,54,51054821,0.0,10,0.0
5459,510202647,MCPHERSON,JOHN,S,NJ,M,D,,voting,18910210,1833-05-09,1833,1891,58,51054591,0.0,20,0.0
5459,510203584,MCPHERSON,JOHN,S,NJ,M,D,,voting,18910211,1833-05-09,1833,1891,58,51054591,2.3785076259651568e-09,10,0.1
5459,510203586,MCPHERSON,JOHN,S,NJ,M,D,,voting,18910211,1833-05-09,1833,1891,58,51054591,0.0001247596028351,10,0.5
6554,510203592,HALE,EUGENE,S,ME,M,R,,voting,18910211,1836-06-09,1836,1891,55,51065541,1.158605901354168e-08,10,0.0
5459,510203614,MCPHERSON,JOHN,S,NJ,M,D,,voting,18910211,1833-05-09,1833,1891,58,51054591,0.0,30,0.0666666666666666
5905,510203622,CHANDLER,WILLIAM,S,NH,M,R,,voting,18910211,1835-12-28,1835,1891,56,51059051,0.0,20,0.0
5383,510222744,CANDLER,JOHN,H,MA,M,R,9.0,voting,18910227,1828-02-10,1828,1891,63,51053830,0.0,10,0.1
6664,520034815,DOLLIVER,JONATHAN,H,IA,M,R,10.0,voting,18920329,1858-02-06,1858,1892,34,52066640,0.0,10,0.0
5784,520044860,HOUK,GEORGE,H,OH,M,D,3.0,voting,18920418,1825-09-25,1825,1892,67,52057840,0.0,29,0.0
6074,520047904,DOCKERY,ALEXANDER,H,MO,M,D,3.0,voting,18920423,1845-02-11,1845,1892,47,52060740,0.0,10,0.0
6196,520059645,COCKRELL,FRANCIS,S,MO,M,D,,voting,18920513,1834-10-01,1834,1892,58,52061961,0.0,10,0.0
5459,520059648,MCPHERSON,JOHN,S,NJ,M,D,,voting,18920513,1833-05-09,1833,1892,59,52054591,0.0,106,0.0943396226415094
5766,520059649,GRAY,GEORGE,S,DE,M,D,,voting,18920513,1840-05-04,1840,1892,52,52057661,0.0,77,0.0519480519480519
5766,520059654,GRAY,GEORGE,S,DE,M,D,,voting,18920513,1840-05-04,1840,1892,52,52057661,0.0,20,0.15
5905,520059655,CHANDLER,WILLIAM,S,NH,M,R,,voting,18920513,1835-12-28,1835,1892,57,52059051,0.0,10,0.0
5905,520059657,CHANDLER,WILLIAM,S,NH,M,R,,voting,18920513,1835-12-28,1835,1892,57,52059051,0.0,20,0.0
5905,520059661,CHANDLER,WILLIAM,S,NH,M,R,,voting,18920513,1835-12-28,1835,1892,57,52059051,0.0,10,0.0
5905,520059663,CHANDLER,WILLIAM,S,NH,M,R,,voting,18920513,1835-12-28,1835,1892,57,52059051,0.0,18,0.1111111111111111
5905,520059667,CHANDLER,WILLIAM,S,NH,M,R,,voting,18920513,1835-12-28,1835,1892,57,52059051,0.0,10,0.0
5905,520059669,CHANDLER,WILLIAM,S,NH,M,R,,voting,18920513,1835-12-28,1835,1892,57,52059051,0.0,10,0.1
5905,520059671,CHANDLER,WILLIAM,S,NH,M,R,,voting,18920513,1835-12-28,1835,1892,57,52059051,0.0,10,0.0
5905,520059673,CHANDLER,WILLIAM,S,NH,M,R,,voting,18920513,1835-12-28,1835,1892,57,52059051,0.0,10,0.0
5905,520059676,CHANDLER,WILLIAM,S,NH,M,R,,voting,18920513,1835-12-28,1835,1892,57,52059051,0.0,29,0.0
5459,520059696,MCPHERSON,JOHN,S,NJ,M,D,,voting,18920513,1833-05-09,1833,1892,59,52054591,0.0,20,0.0
6554,520059697,HALE,EUGENE,S,ME,M,R,,voting,18920513,1836-06-09,1836,1892,56,52065541,0.0,20,0.05
6554,520059706,HALE,EUGENE,S,ME,M,R,,voting,18920513,1836-06-09,1836,1892,56,52065541,0.4166504527028232,10,0.1
5459,520059707,MCPHERSON,JOHN,S,NJ,M,D,,voting,18920513,1833-05-09,1833,1892,59,52054591,0.0,10,0.0
6554,520059724,HALE,EUGENE,S,ME,M,R,,voting,18920513,1836-06-09,1836,1892,56,52065541,1.678367174752922e-13,10,0.0
5669,520060465,VILAS,WILLIAM,S,WI,M,D,,voting,18920517,1840-07-09,1840,1892,52,52056691,0.0,10,0.0
6403,520061266,ALLISON,WILLIAM,S,IA,M,R,,voting,18920518,1829-03-02,1829,1892,63,52064031,0.0,10,0.0
5379,520061276,BUTLER,MATTHEW,S,SC,M,D,,voting,18920518,1836-03-08,1836,1892,56,52053791,0.0,10,0.2
5766,520061378,GRAY,GEORGE,S,DE,M,D,,voting,18920518,1840-05-04,1840,1892,52,52057661,0.0,30,0.0333333333333333
5605,520092192,HERBERT,HILARY,H,AL,M,D,2.0,voting,18920714,1834-03-12,1834,1892,58,52056050,0.0,10,0.0
5605,520092205,HERBERT,HILARY,H,AL,M,D,2.0,voting,18920714,1834-03-12,1834,1892,58,52056050,0.0368696547658652,10,0.0
6445,520152096,GORMAN,ARTHUR,S,MD,M,D,,voting,18930303,1839-03-11,1839,1893,54,52064451,0.0,10,0.1
6553,530075907,GROSVENOR,CHARLES,H,OH,M,R,11.0,voting,18940317,1833-09-20,1833,1894,61,53065530,0.0,10,0.9
5905,530097714,CHANDLER,WILLIAM,S,NH,M,R,,voting,18940503,1835-12-28,1835,1894,59,53059051,0.0,10,1.0
5905,530097716,CHANDLER,WILLIAM,S,NH,M,R,,voting,18940503,1835-12-28,1835,1894,59,53059051,7.99224717214076e-08,10,0.7
5826,530110383,PASCO,SAMUEL,S,FL,M,D,,voting,18940521,1834-06-28,1834,1894,60,53058261,0.0,10,0.0
6018,530132051,THOMAS,HENRY,H,MI,M,R,4.0,voting,18940614,1843-12-17,1843,1894,51,53060180,6.906346931197259e-11,10,0.0
6220,530149214,HAWLEY,JOSEPH,S,CT,M,R,,voting,18940712,1826-10-31,1826,1894,68,53062201,0.0,18,0.0
5872,530151490,WISE,GEORGE,H,VA,M,D,3.0,voting,18940714,1831-06-04,1831,1894,63,53058720,0.0,9,0.2222222222222222
6303,530160543,CUMMINGS,AMOS,H,NY,M,D,11.0,voting,18940731,1841-05-15,1841,1894,53,53063030,0.0,10,0.1
5828,530188532,PENCE,LAFAYETTE,H,CO,M,P,1.0,voting,18950119,1857-12-23,1857,1895,38,53058280,0.0,10,0.3
6143,530208381,SIMPSON,JEREMIAH,H,KS,M,P,7.0,voting,18950215,1842-03-31,1842,1895,53,53061430,0.0,10,0.2
6029,530209288,WASHINGTON,JOSEPH,H,TN,M,D,6.0,voting,18950216,1851-11-10,1851,1895,44,53060290,0.0,20,0.1
7376,530209315,TALBOTT,JOSHUA,H,MD,M,D,2.0,voting,18950216,1843-07-29,1843,1895,52,53073760,0.0,10,0.0
5430,530225086,HIGGINS,ANTHONY,S,DE,M,R,,voting,18950302,1840-10-01,1840,1895,55,53054301,0.0,10,0.1
6593,530225106,PROCTOR,REDFIELD,S,VT,M,R,,voting,18950302,1831-06-01,1831,1895,64,53065931,0.0,10,0.1
6360,540019140,OTEY,PETER,H,VA,M,D,6.0,voting,18960211,1840-12-22,1840,1896,56,54063600,0.0,10,0.1
6288,540045458,BOUTELLE,CHARLES,H,ME,M,R,4.0,voting,18960326,1839-02-09,1839,1896,57,54062880,0.0,10,0.1
6288,540045552,BOUTELLE,CHARLES,H,ME,M,R,4.0,voting,18960326,1839-02-09,1839,1896,57,54062880,0.0,10,0.0
6445,540065086,GORMAN,ARTHUR,S,MD,M,D,,voting,18960428,1839-03-11,1839,1896,57,54064451,0.0,10,0.2
6139,540070837,SAYERS,JOSEPH,H,TX,M,D,9.0,voting,18960505,1841-09-23,1841,1896,55,54061390,0.0,10,0.1
6139,540070917,SAYERS,JOSEPH,H,TX,M,D,9.0,voting,18960505,1841-09-23,1841,1896,55,54061390,0.0,10,0.0
6205,540078188,DINGLEY,NELSON,H,ME,M,R,2.0,voting,18960514,1832-02-15,1832,1896,64,54062050,0.0,10,0.1
6554,540088920,HALE,EUGENE,S,ME,M,R,,voting,18960528,1836-06-09,1836,1896,60,54065541,0.0,10,0.0
6220,540141472,HAWLEY,JOSEPH,S,CT,M,R,,voting,18970301,1826-10-31,1826,1897,71,54062201,0.0,10,0.2
6096,550056981,HUNTER,ANDREW,H,IL,M,D,19.0,voting,18980126,1831-12-17,1831,1898,67,55060960,0.0,10,0.2
6079,550062281,FISCHER,ISRAEL,H,NY,M,R,4.0,voting,18980203,1858-08-17,1858,1898,40,55060790,0.0,60,0.0166666666666666
6079,550062283,FISCHER,ISRAEL,H,NY,M,R,4.0,voting,18980203,1858-08-17,1858,1898,40,55060790,0.0,19,0.1052631578947368
5905,550063686,CHANDLER,WILLIAM,S,NH,M,R,,voting,18980207,1835-12-28,1835,1898,63,55059051,0.0,92,0.0108695652173913
6554,550063689,HALE,EUGENE,S,ME,M,R,,voting,18980207,1836-06-09,1836,1898,62,55065541,0.0,10,0.1
6842,550087698,PERKINS,GEORGE,S,CA,M,R,,voting,18980323,1839-08-23,1839,1898,59,55068421,0.0,10,0.9
6290,550088136,BROMWELL,JACOB,H,OH,M,R,2.0,voting,18980324,1848-05-11,1848,1898,50,55062900,1.1548058381799635e-10,10,0.0
6288,550088137,BOUTELLE,CHARLES,H,ME,M,R,4.0,voting,18980324,1839-02-09,1839,1898,59,55062880,0.0,10,0.2
6288,550088141,BOUTELLE,CHARLES,H,ME,M,R,4.0,voting,18980324,1839-02-09,1839,1898,59,55062880,0.0,50,0.12
6288,550088145,BOUTELLE,CHARLES,H,ME,M,R,4.0,voting,18980324,1839-02-09,1839,1898,59,55062880,0.0045727341383418,10,0.0
6288,550088147,BOUTELLE,CHARLES,H,ME,M,R,4.0,voting,18980324,1839-02-09,1839,1898,59,55062880,5.1892615153460447e-14,27,0.037037037037037
6080,550088148,FOOTE,WALLACE,H,NY,M,R,23.0,voting,18980324,1864-04-07,1864,1898,34,55060800,0.3941483735454888,10,0.1
6288,550088149,BOUTELLE,CHARLES,H,ME,M,R,4.0,voting,18980324,1839-02-09,1839,1898,59,55062880,0.0,10,0.6
7303,550088408,FOSS,GEORGE,H,IL,M,R,7.0,voting,18980325,1863-07-02,1863,1898,35,55073030,0.0,10,0.1
6245,550092175,PEARCE,CHARLES,H,MO,M,R,12.0,voting,18980401,1842-05-29,1842,1898,56,55062450,0.0,10,0.2
6143,550092220,SIMPSON,JEREMIAH,H,KS,M,P,7.0,voting,18980401,1842-03-31,1842,1898,56,55061430,0.0,10,0.1
6101,550092275,JONES,WILLIAM,H,WA,M,S,-1.0,voting,18980401,1855-04-05,1855,1898,43,55061010,0.0,94,0.0744680851063829
6091,550092285,HILBORN,SAMUEL,H,CA,M,R,3.0,voting,18980401,1834-12-09,1834,1898,64,55060910,0.0,27,0.037037037037037
6101,550092286,JONES,WILLIAM,H,WA,M,S,-1.0,voting,18980401,1855-04-05,1855,1898,43,55061010,0.0,136,0.1764705882352941
8092,550104799,COOPER,HENRY,H,WI,M,R,1.0,voting,18980420,1850-09-08,1850,1898,48,55080920,0.0,10,0.0
6262,550106770,STEWART,WILLIAM,S,NV,M,S,,voting,18980425,1827-08-09,1827,1898,71,55062621,0.0,10,0.0
6175,550106789,ALLEN,WILLIAM,S,NE,M,P,,voting,18980425,1847-01-28,1847,1898,51,55061751,0.3767114705255485,10,0.0
6554,550106790,HALE,EUGENE,S,ME,M,R,,voting,18980425,1836-06-09,1836,1898,62,55065541,7.835706528179737e-20,20,0.05
7008,550106846,BACON,AUGUSTUS,S,GA,M,D,,voting,18980425,1839-10-20,1839,1898,59,55070081,0.0,9,0.0
7544,550111141,CANNON,JOSEPH,H,IL,M,R,12.0,voting,18980504,1836-05-07,1836,1898,62,55075440,0.0,10,0.0
5905,550130838,CHANDLER,WILLIAM,S,NH,M,R,,voting,18980609,1835-12-28,1835,1898,63,55059051,0.0,10,0.1
6220,550130843,HAWLEY,JOSEPH,S,CT,M,R,,voting,18980609,1826-10-31,1826,1898,72,55062201,0.0,10,0.1
6554,550130863,HALE,EUGENE,S,ME,M,R,,voting,18980609,1836-06-09,1836,1898,62,55065541,0.0,10,0.0
6098,550133866,JOHNSON,HENRY,H,IN,M,R,6.0,voting,18980615,1850-10-28,1850,1898,48,55060980,0.0,10,0.1
6576,550144080,MAHON,THADDEUS,H,PA,M,R,18.0,voting,18980701,1840-05-21,1840,1898,58,55065760,0.0,10,0.6
6576,550144084,MAHON,THADDEUS,H,PA,M,R,18.0,voting,18980701,1840-05-21,1840,1898,58,55065760,0.0,10,0.0
6327,550164048,HOAR,GEORGE,S,MA,M,R,,voting,18990127,1826-08-29,1826,1899,73,55063271,0.0,10,0.9
6288,550194994,BOUTELLE,CHARLES,H,ME,M,R,4.0,voting,18990303,1839-02-09,1839,1899,60,55062880,0.0,20,0.0
7372,560038142,SULLOWAY,CYRUS,H,NH,M,R,1.0,voting,19000327,1839-06-08,1839,1900,61,56073720,0.0,10,0.7
7544,560041477,CANNON,JOSEPH,H,IL,M,R,12.0,voting,19000330,1836-05-07,1836,1900,64,56075440,0.0,10,0.0
7544,560041504,CANNON,JOSEPH,H,IL,M,R,12.0,voting,19000330,1836-05-07,1836,1900,64,56075440,1.4865550835088429e-06,10,0.0
6379,560048495,SMITH,HENRY,H,MI,M,R,2.0,voting,19000411,1856-06-02,1856,1900,44,56063790,0.0,20,0.4
7833,560050023,WARREN,FRANCIS,S,WY,M,R,,voting,19000414,1844-06-20,1844,1900,56,56078331,0.0,28,0.1785714285714285
6501,560055075,VANDIVER,WILLARD,H,MO,M,D,14.0,voting,19000420,1854-03-30,1854,1900,46,56065010,0.0,10,0.0
7712,560067361,KAHN,JULIUS,H,CA,M,R,4.0,voting,19000508,1861-02-28,1861,1900,39,56077120,0.0,10,0.1
7012,560067364,BARTLETT,CHARLES,H,GA,M,D,6.0,voting,19000508,1853-01-31,1853,1900,47,56070120,6.546776421182716e-13,10,0.1
7544,560073933,CANNON,JOSEPH,H,IL,M,R,12.0,voting,19000518,1836-05-07,1836,1900,64,56075440,0.0,10,0.2
7544,560073937,CANNON,JOSEPH,H,IL,M,R,12.0,voting,19000518,1836-05-07,1836,1900,64,56075440,0.0,20,0.1
6788,560114866,GRAHAM,WILLIAM,H,PA,M,R,23.0,voting,19010122,1844-08-03,1844,1901,57,56067880,2.9835308412225803e-09,10,0.1
7666,560144520,UNDERWOOD,OSCAR,H,AL,M,D,9.0,voting,19010223,1862-05-06,1862,1901,39,56076660,0.0,10,0.1
6842,560153817,PERKINS,GEORGE,S,CA,M,R,,voting,19010302,1839-08-23,1839,1901,62,56068421,0.0,20,0.2
6721,570015502,SHERMAN,JAMES,H,NY,M,R,25.0,voting,19020212,1855-10-24,1855,1902,47,57067210,0.0,18,0.0555555555555555
6764,570015662,DE ARMOND,DAVID,H,MO,M,D,6.0,voting,19020212,1844-03-18,1844,1902,58,57067640,0.0,10,0.0
6351,570015686,MOODY,WILLIAM,H,MA,M,R,6.0,voting,19020212,1853-12-23,1853,1902,49,57063510,0.0,10,0.2
6583,570036094,MINOR,EDWARD,H,WI,M,R,8.0,voting,19020329,1840-12-13,1840,1902,62,57065830,0.0,20,0.0
6684,570038530,HEPBURN,WILLIAM,H,IA,M,R,8.0,voting,19020403,1833-11-04,1833,1902,69,57066840,0.0,10,0.0
6576,570047882,MAHON,THADDEUS,H,PA,M,R,18.0,voting,19020422,1840-05-21,1840,1902,62,57065760,0.0,18,0.1111111111111111
7496,570047986,SIMS,THETUS,H,TN,M,D,8.0,voting,19020422,1852-04-25,1852,1902,50,57074960,0.0,150,0.1466666666666666
6536,570060218,DAYTON,ALSTON,H,WV,M,R,2.0,voting,19020515,1857-10-18,1857,1902,45,57065360,0.0,10,0.1
7496,570061061,SIMS,THETUS,H,TN,M,D,8.0,voting,19020516,1852-04-25,1852,1902,50,57074960,0.0,10,0.0
6327,570062276,HOAR,GEORGE,S,MA,M,R,,voting,19020519,1826-08-29,1826,1902,76,57063271,0.0,20,0.1
7833,570062287,WARREN,FRANCIS,S,WY,M,R,,voting,19020519,1844-06-20,1844,1902,58,57078331,0.0,10,0.1
6469,570062536,METCALF,VICTOR,H,CA,M,R,3.0,voting,19020519,1853-10-10,1853,1902,49,57064690,0.0,10,0.1
7470,570064700,MOON,JOHN,H,TN,M,D,3.0,voting,19020521,1855-04-22,1855,1902,47,57074700,0.0,20,0.55
6915,570085706,GARDNER,JOHN,H,NJ,M,R,2.0,voting,19020625,1845-10-17,1845,1902,57,57069150,0.0,10,0.0
6374,570101870,SHATTUC,WILLIAM,H,OH,M,R,1.0,voting,19030113,1841-06-11,1841,1903,62,57063740,0.0,10,1.0
6381,570108738,STARK,WILLIAM,H,NE,M,P,4.0,voting,19030125,1853-07-29,1853,1903,50,57063810,0.0,10,0.7
6587,580020847,OTJEN,THEOBALD,H,WI,M,R,4.0,voting,19040202,1851-10-27,1851,1904,53,58065870,0.0,20,0.05
6587,580020870,OTJEN,THEOBALD,H,WI,M,R,4.0,voting,19040202,1851-10-27,1851,1904,53,58065870,3.596198478405907e-05,10,0.0
7108,580020883,PAYNE,SERENO,H,NY,M,R,31.0,voting,19040202,1843-06-26,1843,1904,61,58071080,0.0,10,0.2
6578,580020908,MCCARTHY,JOHN,H,NE,M,R,3.0,voting,19040202,1857-07-19,1857,1904,47,58065780,0.0,10,0.2
6578,580020912,MCCARTHY,JOHN,H,NE,M,R,3.0,voting,19040202,1857-07-19,1857,1904,47,58065780,0.0,20,0.0
7324,580027156,HITCHCOCK,GILBERT,H,NE,M,D,2.0,voting,19040220,1859-09-18,1859,1904,45,58073240,0.0,10,0.0
6603,580031359,SIBLEY,JOSEPH,H,PA,M,R,28.0,voting,19040226,1850-02-18,1850,1904,54,58066030,0.0,10,0.4
7303,580031361,FOSS,GEORGE,H,IL,M,R,10.0,voting,19040226,1863-07-02,1863,1904,41,58073030,0.0,10,0.0
6536,580031383,DAYTON,ALSTON,H,WV,M,R,2.0,voting,19040226,1857-10-18,1857,1904,47,58065360,3.4879337033751357e-16,10,0.1
6554,580035776,HALE,EUGENE,S,ME,M,R,,voting,19040303,1836-06-09,1836,1904,68,58065541,0.0,10,0.0
6843,580105609,PERKINS,JAMES,H,NY,M,R,32.0,voting,19050215,1847-11-04,1847,1905,58,58068430,1.666173797993898e-15,10,0.0
6465,580114041,MAHONEY,WILLIAM,H,IL,M,D,8.0,voting,19050226,1856-02-22,1856,1905,49,58064650,0.0,10,0.8
6860,580121702,TAWNEY,JAMES,H,MN,M,R,1.0,voting,19050302,1855-01-03,1855,1905,50,58068600,0.0,27,0.074074074074074
6780,580121800,GARDNER,WASHINGTON,H,MI,M,R,3.0,voting,19050302,1845-02-16,1845,1905,60,58067800,0.0,10,0.0
6361,590022969,PATTERSON,THOMAS,S,CO,M,D,,voting,19060207,1839-11-04,1839,1906,67,59063611,0.0,10,0.5
6612,590060752,TOWNE,CHARLES,H,NY,M,D,14.0,voting,19060410,1858-11-21,1858,1906,48,59066120,0.0,9,0.1111111111111111
7277,590076475,CALDER,WILLIAM,H,NY,M,R,6.0,voting,19060504,1869-03-03,1869,1906,37,59072770,0.0,10,0.3
6842,590085493,PERKINS,GEORGE,S,CA,M,R,,voting,19060515,1839-08-23,1839,1906,67,59068421,0.0,10,0.2
6763,590087382,DAWSON,ALBERT,H,IA,M,R,2.0,voting,19060516,1872-01-26,1872,1906,34,59067630,0.0,10,0.0
7237,590087497,ROBERTS,ERNEST,H,MA,M,R,7.0,voting,19060516,1858-11-22,1858,1906,48,59072370,0.0,10,0.0
6825,590108433,MCKINLAY,DUNCAN,H,CA,M,R,2.0,voting,19060613,1862-10-06,1862,1906,44,59068250,0.0,10,0.3
7011,590152091,BARTHOLDT,RICHARD,H,MO,M,R,10.0,voting,19070204,1855-11-02,1855,1907,52,59070110,0.0,10,0.0
6493,590156858,SPOONER,JOHN,S,WI,M,R,,voting,19070211,1843-01-06,1843,1907,64,59064931,0.0,10,0.1
7858,600022224,BUTLER,THOMAS,H,PA,M,R,7.0,voting,19080219,1855-11-04,1855,1908,53,60078580,0.0,20,0.15
7303,600054254,FOSS,GEORGE,H,IL,M,R,10.0,voting,19080410,1863-07-02,1863,1908,45,60073030,0.0,20,0.2
7061,600054339,HOBSON,RICHMOND,H,AL,M,D,6.0,voting,19080411,1870-08-17,1870,1908,38,60070610,0.0,10,0.0
6695,600057082,LANDIS,CHARLES,H,IN,M,R,9.0,voting,19080416,1858-07-09,1858,1908,50,60066950,0.0025183653426565,10,0.3
7237,600057083,ROBERTS,ERNEST,H,MA,M,R,7.0,voting,19080416,1858-11-22,1858,1908,50,60072370,1.8308143086905e-11,10,0.0
7061,600057588,HOBSON,RICHMOND,H,AL,M,D,6.0,voting,19080416,1870-08-17,1870,1908,38,60070610,0.0,10,0.2
6725,600081210,TAYLOR,ROBERT,S,TN,M,D,,voting,19080519,1850-07-31,1850,1908,58,60067251,0.0,10,0.1
